global_step,episode,episode_inner_step,buffer_size,epsilon,episode_reward_so_far,episode_avg_loss_so_far
1835000,6,157440,400000,0.010000000000000009,170003.70279061794,0.002669140159054134
1840000,6,162440,400000,0.010000000000000009,175854.7906448841,0.002675571860432939
1845000,6,167440,400000,0.010000000000000009,180462.45158588886,0.0026780659650649666
1850000,6,172440,400000,0.010000000000000009,184932.47112715244,0.002677043860577598
1855000,6,177440,400000,0.010000000000000009,190318.58048427105,0.0026764629322442277
1860000,6,182440,400000,0.010000000000000009,195913.23152542114,0.002680041874736872
1865000,6,187440,400000,0.010000000000000009,201147.25114488602,0.0026850833869698073
1870000,6,192440,400000,0.010000000000000009,206426.84936475754,0.0026872802755144236
1875000,6,197440,400000,0.010000000000000009,212151.9212011099,0.0026885648990581964
1880000,6,202440,400000,0.010000000000000009,218054.58555078506,0.0026964224237262424
1885000,6,207440,400000,0.010000000000000009,223456.61842226982,0.0027083957984751724
1890000,6,212440,400000,0.010000000000000009,228884.18041944504,0.0027107686159840954
1895000,6,217440,400000,0.010000000000000009,234548.89172577858,0.0027087439319743102
1900000,6,222440,400000,0.010000000000000009,240126.4565782547,0.002709308454194559
1905000,6,227440,400000,0.010000000000000009,245934.28559577465,0.0027106396020469634
1910000,6,232440,400000,0.010000000000000009,251696.00951075554,0.002706436783846196
1915000,6,237440,400000,0.010000000000000009,256976.23325061798,0.002702043876538323
1920000,6,242440,400000,0.010000000000000009,262491.293820858,0.0026963980194184794
1925000,6,247440,400000,0.010000000000000009,268489.1045380831,0.0026948155505128715
1930000,6,252440,400000,0.010000000000000009,274042.2197111845,0.0026938500699499987
1935000,6,257440,400000,0.010000000000000009,279351.6610559225,0.0026930916951163077
1940000,6,262440,400000,0.010000000000000009,285287.57736337185,0.0026929195331241327
1945000,6,267440,400000,0.010000000000000009,291305.7187386751,0.002689831882777107
1950000,6,272440,400000,0.010000000000000009,297115.1957883835,0.002688985546146688
1955000,6,277440,400000,0.010000000000000009,302950.95308971405,0.0026913538435477395
1960000,6,282440,400000,0.010000000000000009,308899.1874666214,0.002689372953872285
1965000,6,287440,400000,0.010000000000000009,314279.4983803034,0.002687653128492113
1970000,6,292440,400000,0.010000000000000009,320284.34620893,0.0026875494955301642
1975000,6,297440,400000,0.010000000000000009,326239.14482975006,0.0026871939156585174
1980000,6,302440,400000,0.010000000000000009,332251.055760622,0.0026902399374560677
1985000,6,307440,400000,0.010000000000000009,338101.0700303316,0.0026920223865098568
1990000,6,312440,400000,0.010000000000000009,343733.69739723206,0.002693044336082793
1995000,6,317440,400000,0.010000000000000009,349899.39596164227,0.0026905288900344027
2000000,6,322440,400000,0.010000000000000009,355744.3114286661,0.002689635751046871
2005000,6,327440,400000,0.010000000000000009,361504.42535841465,0.0026862667556449213
2010000,6,332440,400000,0.010000000000000009,367646.3300139904,0.0026847629407061326
2013072,6,335512,400000,0.010000000000000009,371337.0750246048,0.0026842782929306654
