global_step,episode,episode_inner_step,buffer_size,epsilon,episode_reward_so_far,episode_avg_loss_so_far
1825000,6,147440,400000,0.010000000000000009,136303.01333987713,0.002501989667290453
1830000,6,152440,400000,0.010000000000000009,140322.61646580696,0.002508657094357793
1835000,6,157440,400000,0.010000000000000009,144317.52262473106,0.0025242423530101856
1840000,6,162440,400000,0.010000000000000009,148987.13347232342,0.002536135460131256
1845000,6,167440,400000,0.010000000000000009,152765.50704991817,0.0025374748293329648
1850000,6,172440,400000,0.010000000000000009,156304.94771134853,0.0025390123171127395
1855000,6,177440,400000,0.010000000000000009,160548.30248177052,0.0025425241504432195
1860000,6,182440,400000,0.010000000000000009,164937.82178664207,0.0025418541788833782
1865000,6,187440,400000,0.010000000000000009,168998.45881652832,0.0025435987825854632
1870000,6,192440,400000,0.010000000000000009,173081.78483486176,0.0025443580117693386
1875000,6,197440,400000,0.010000000000000009,177301.87497103214,0.0025479211752293795
1880000,6,202440,400000,0.010000000000000009,181888.13667285442,0.0025495596297504825
1885000,6,207440,400000,0.010000000000000009,185978.30210328102,0.0025503293478203073
1890000,6,212440,400000,0.010000000000000009,190289.27658224106,0.0025419217365176363
1895000,6,217440,400000,0.010000000000000009,194784.38004982471,0.002536195494331189
1900000,6,222440,400000,0.010000000000000009,199144.1548138857,0.0025344494355131774
1905000,6,227440,400000,0.010000000000000009,203750.23145139217,0.0025277071921724955
1910000,6,232440,400000,0.010000000000000009,208313.2372994423,0.002521864610374745
1915000,6,237440,400000,0.010000000000000009,212497.93881750107,0.002513407775836579
1920000,6,242440,400000,0.010000000000000009,216846.63743507862,0.002508067228144873
1925000,6,247440,400000,0.010000000000000009,221215.05685520172,0.0025001004588220545
1930000,6,252440,400000,0.010000000000000009,225556.28990519047,0.0024929604062537644
1935000,6,257440,400000,0.010000000000000009,229401.07099473476,0.0024890673497772135
1940000,6,262440,400000,0.010000000000000009,233794.81037545204,0.0024804656292885265
1945000,6,267440,400000,0.010000000000000009,238370.25269508362,0.0024726156695299133
1950000,6,272440,400000,0.010000000000000009,242295.469465971,0.0024706300832341693
1955000,6,277440,400000,0.010000000000000009,246634.41049861908,0.00246907473948847
1960000,6,282440,400000,0.010000000000000009,250707.37000501156,0.0024669707529640355
1965000,6,287440,400000,0.010000000000000009,254623.19173502922,0.002464338817850918
1970000,6,292440,400000,0.010000000000000009,259272.2031494379,0.0024610355529264306
1975000,6,297440,400000,0.010000000000000009,263398.69633603096,0.0024641996360944447
1980000,6,302440,400000,0.010000000000000009,267662.6474866867,0.0024635633730628872
1985000,6,307440,400000,0.010000000000000009,271894.351652503,0.0024623105364683967
1990000,6,312440,400000,0.010000000000000009,276325.73784422874,0.002464671782252199
1995000,6,317440,400000,0.010000000000000009,281048.5128722191,0.0024637809056406285
2000000,6,322440,400000,0.010000000000000009,285452.9353621006,0.0024648859876585747
2005000,6,327440,400000,0.010000000000000009,289850.6479754448,0.002467545708661462
2010000,6,332440,400000,0.010000000000000009,294488.5879226923,0.0024662718352728885
2013072,6,335512,400000,0.010000000000000009,297201.36726236343,0.0024654181723821876
