global_step,episode,episode_inner_step,buffer_size,epsilon,episode_reward_so_far,episode_avg_loss_so_far
1695000,6,17440,400000,0.010000000000000009,17467.935412168503,0.0024504429257689512
1700000,6,22440,400000,0.010000000000000009,22546.896345496178,0.0024733934550465802
1705000,6,27440,400000,0.010000000000000009,26862.51681315899,0.0024903006174287834
1710000,6,32440,400000,0.010000000000000009,31046.07819724083,0.002488121234481114
1715000,6,37440,400000,0.010000000000000009,35049.65518569946,0.0024942293682752048
1720000,6,42440,400000,0.010000000000000009,39298.929851055145,0.0024988996353827488
1725000,6,47440,400000,0.010000000000000009,43330.86848974228,0.002504667194817982
1730000,6,52440,400000,0.010000000000000009,47425.5703574419,0.0025102368079002097
1735000,6,57440,400000,0.010000000000000009,51887.23517179489,0.00250811059477986
1740000,6,62440,400000,0.010000000000000009,56003.36331117153,0.002548525899802557
1745000,6,67440,400000,0.010000000000000009,60058.29310131073,0.0025509817304418957
1750000,6,72440,400000,0.010000000000000009,64105.57304894924,0.002558764735826908
1755000,6,77440,400000,0.010000000000000009,68579.35806310177,0.0025497703344401147
1760000,6,82440,400000,0.010000000000000009,72837.33186626434,0.002560049686274607
1765000,6,87440,400000,0.010000000000000009,77088.51524889469,0.0025598146798003034
1770000,6,92440,400000,0.010000000000000009,81466.33864939213,0.002551622250342057
1775000,6,97440,400000,0.010000000000000009,86755.64579057693,0.002542529711185833
1780000,6,102440,400000,0.010000000000000009,92505.2163490057,0.002541647295664657
1785000,6,107440,400000,0.010000000000000009,96944.5073401928,0.002539722098206351
1790000,6,112440,400000,0.010000000000000009,101433.54667770863,0.0025409718066600456
1795000,6,117440,400000,0.010000000000000009,105793.17031288147,0.0025344589328666458
1800000,6,122440,400000,0.010000000000000009,110264.3149240017,0.0025299635312864307
1805000,6,127440,400000,0.010000000000000009,114895.94340240955,0.0025170476526529383
1810000,6,132440,400000,0.010000000000000009,119652.493750453,0.002511215934461725
1815000,6,137440,400000,0.010000000000000009,124505.66316127777,0.0024982067588588505
1820000,6,142440,400000,0.010000000000000009,130429.4556453228,0.0024970074831380277
