global_step,episode,episode_inner_step,buffer_size,epsilon,episode_reward_so_far,episode_avg_loss_so_far
5000,1,5000,5000,0.9970453671641791,3469.4879406690598,0.0
10000,1,10000,10000,0.9940901432835821,6838.765239477158,0.0
15000,1,15000,15000,0.991134919402985,10222.394964814186,9.31942456442515
